title,duration,price,students,has_discount,is_free,price_log,students_log
Accounting Is Easy (for Beginners),9.0,20.0,3870,False,False,3.044522437723423,8.261268150577648
Non Directional Weekly Options Trading System - ETF & Emini,2.0,200.0,897,False,False,5.303304908059076,6.8001700683022
The Complete Position Trading Course: Position Trading Stock,1.0,45.0,1311,False,False,3.828641396489095,7.179307969504034
Master Iron Condors - Double the credit for half the risk,1.0,60.0,1338,False,False,4.110873864173311,7.199678345691172
Basics of investing in Mutual Funds,1.5,20.0,1589,False,False,3.044522437723423,7.371489295214277
A Value Investing Approach to the Stock Market,1.5,20.0,1189,False,False,3.044522437723423,7.0817085861055755
Learn how to INVEST for huge profits or make it big trading!,5.5,50.0,701,False,False,3.9318256327243257,6.553933404025811
"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",6.0,50.0,1105,False,False,3.9318256327243257,7.00850518208228
Mastering Candlestick Charting : High Probability Trading,2.0,50.0,123,False,False,3.9318256327243257,4.820281565605037
Binary Options Course - Level 2,2.0,0.0,5874,False,True,0.0,8.67846133901236
Stock Technical Analysis with R,7.0,50.0,354,False,False,3.9318256327243257,5.872117789475416
"Get to know the VIX Index (aka 'The Fear Index)""",1.0,60.0,727,False,False,4.110873864173311,6.590301048196686
Apply finance concepts for smart project management,2.0,0.0,3465,False,True,0.0,8.150756470275551
Introduction to Futures Trading and Live Trade Demonstration,0.7166666666666667,60.0,54,False,False,4.110873864173311,4.007333185232471
Crowdfunding to Win,1.5,40.0,627,False,False,3.713572066704308,6.4425401664681985
Comprehensive Forex Mastery Program,10.0,45.0,650,False,False,3.828641396489095,6.478509642208569
Preparation of Consolidated Financial Statements (Basic),1.5,0.0,965,False,True,0.0,6.873163834212518
Succeed in Bonds Even if You Don't Know Where to Start,1.0,200.0,1113,False,False,5.303304908059076,7.01571242048723
Learn to Trade for Profit: Ten Most Profitable Trading Rules,2.0,95.0,739,False,False,4.564348191467836,6.606650186198215
Succeed in Lotto Even if You Don't Know Where to Start!,1.5,20.0,1201,False,False,3.044522437723423,7.091742115095153
CFA Corporate Finance Level 2,17.5,50.0,2474,False,False,3.9318256327243257,7.813995675002791
Pin Bars: The Most Powerful Forex Trading Signal,1.0,200.0,494,False,False,5.303304908059076,6.20455776256869
Stock Options Trades Using Interactive Brokers,1.0,95.0,1580,False,False,4.564348191467836,7.3658128372094716
Introduction to Options - Strategies For Consistent Profits,4.5,40.0,617,False,False,3.713572066704308,6.42648845745769
Risk in Forex Transactions - for CA / CS / CFA exams,1.0,20.0,2235,False,False,3.044522437723423,7.71244383427499
Basics of Business Statistics (College Level),2.0,20.0,2293,False,False,3.044522437723423,7.738052297689316
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",2.0,200.0,1094,False,False,5.303304908059076,6.9985096422506015
Interpreting Financial Statements,1.5,20.0,1449,False,False,3.044522437723423,7.27931883541462
Introduction to Bookkeeping (Accounting),12.0,20.0,3251,False,False,3.044522437723423,8.087025470667701
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,2.0,60.0,607,False,False,4.110873864173311,6.410174881966167
Investment Banking: How to Land a Job on Wall Street,3.5,75.0,1218,False,False,4.330733340286331,7.105786129481271
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,1.0,20.0,1132,False,False,3.044522437723423,7.0326242610280065
Financial modeling: Build a multiples valuation model,1.5,20.0,656,False,False,3.044522437723423,6.487684018484611
Trade Recap I - A Real Look at Futures Options Markets,1.5,20.0,3339,False,False,3.044522437723423,8.113726085970747
Advanced Stock Options for Serious Equity Investors!,1.5,200.0,1271,False,False,5.303304908059076,7.148345743900068
Trading Binary Options for Fun and Profit,2.0,20.0,1574,False,False,3.044522437723423,7.362010551259734
CFA: Fast Track your career in Finance,2.0,20.0,1393,False,False,3.044522437723423,7.2399325913204695
How to be a Profitable Forex Trader,0.6833333333333333,20.0,1029,False,False,3.044522437723423,6.937314081223682
Excel Dashboard - Interactive Excel Dashboard and Charts,3.0,30.0,843,False,False,3.4339872044851463,6.738152494595957
Accounting 101: Learn Business Finance Forecasting in 60mins,1.5,95.0,1730,False,False,4.564348191467836,7.456454555176209
The Securities Trade Lifecycle,4.0,50.0,1182,False,False,3.9318256327243257,7.075808863978387
Double your Forex Account using the MAGIC MA trading robot,2.5,65.0,1160,False,False,4.189654742026425,7.057036981697891
Technical Analysis 101: How to Profit During Market Crashes,2.0,95.0,1730,False,False,4.564348191467836,7.456454555176209
Advanced Accounting for Investment Banking,4.0,50.0,1260,False,False,3.9318256327243257,7.139660335964919
Investing In Stocks With 10 Simple Rules,2.0,95.0,871,False,False,4.564348191467836,6.77078942390898
Venture Capital. What is it and Why it Matters to You!,2.5,50.0,1566,False,False,3.9318256327243257,7.356918242356021
Cash Flow Valuation: Develop Your Financial Literacy,2.0,105.0,2987,False,False,4.663439094112067,8.002359546252707
Direction-Independ Trading - Elite Forex Traders  Strategy,2.5,120.0,973,False,False,4.795790545596741,6.881411303642535
How to Become a Financial Analyst from Scratch!,5.0,40.0,2177,False,False,3.713572066704308,7.686162303492906
First Steps to Trading the Forexmarkets : Technical Analysis,3.5,35.0,1772,False,False,3.58351893845611,7.480428306074208
Financial analysis: Compare performance of companies,1.0,20.0,1850,False,False,3.044522437723423,7.523481312573497
Forex for Beginners: Easy Forex Trading for Beginners,1.0,0.0,1780,False,True,0.0,7.484930283289661
Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),0.5333333333333333,0.0,4607,False,True,0.0,8.435549202375727
Read financial statements like a pro,4.0,50.0,12,False,False,3.9318256327243257,2.5649493574615367
10 Numbers Every Business Owner Should Know,1.0,20.0,13,False,False,3.044522437723423,2.639057329615259
