students_capped,price_clean,is_free,discount_rate_actual,source,students_log,price_log,has_discount
21,20.0,False,0.0,Udemy,3.091042453358316,3.044522437723423,False
18,20.0,False,0.0,Udemy,2.9444389791664403,3.044522437723423,False
21,25.0,False,0.0,Udemy,3.091042453358316,3.258096538021482,False
49,20.0,False,0.0,Udemy,3.912023005428146,3.044522437723423,False
168,20.0,False,0.0,Udemy,5.1298987149230735,3.044522437723423,False
16,50.0,False,0.0,Udemy,2.833213344056216,3.9318256327243257,False
2,20.0,False,0.0,Udemy,1.0986122886681096,3.044522437723423,False
336,200.0,False,0.0,Udemy,5.820082930352362,5.303304908059076,False
20,20.0,False,0.0,Udemy,3.044522437723423,3.044522437723423,False
28,20.0,False,0.0,Udemy,3.367295829986474,3.044522437723423,False
11,150.0,False,0.0,Udemy,2.4849066497880004,5.017279836814924,False
11,20.0,False,0.0,Udemy,2.4849066497880004,3.044522437723423,False
360,195.0,False,0.0,Udemy,5.8888779583328805,5.278114659230518,False
1189,20.0,False,0.0,Udemy,7.0817085861055755,3.044522437723423,False
9995,0.0,True,0.0,Udemy,9.209940291954844,0.0,False
100,200.0,False,0.0,Udemy,4.61512051684126,5.303304908059076,False
3426,0.0,True,0.0,Udemy,8.139440521874608,0.0,False
592,50.0,False,0.0,Udemy,6.385194398997726,3.9318256327243257,False
1222,95.0,False,0.0,Udemy,7.109062135687172,4.564348191467836,False
1532,50.0,False,0.0,Udemy,7.334981878871814,3.9318256327243257,False
5768,0.0,True,0.0,Udemy,8.660254034256889,0.0,False
343,200.0,False,0.0,Udemy,5.840641657373398,5.303304908059076,False
540,60.0,False,0.0,Udemy,6.293419278846481,4.110873864173311,False
2031,50.0,False,0.0,Udemy,7.616775808698373,3.9318256327243257,False
7,30.0,False,0.0,Udemy,2.0794415416798357,3.4339872044851463,False
4,200.0,False,0.0,Udemy,1.6094379124341003,5.303304908059076,False
21,20.0,False,0.0,Udemy,3.091042453358316,3.044522437723423,False
29,25.0,False,0.0,Udemy,3.4011973816621555,3.258096538021482,False
50,20.0,False,0.0,Udemy,3.9318256327243257,3.044522437723423,False
1,200.0,False,0.0,Udemy,0.6931471805599453,5.303304908059076,False
5,145.0,False,0.0,Udemy,1.791759469228055,4.983606621708336,False
6,30.0,False,0.0,Udemy,1.9459101490553132,3.4339872044851463,False
16,45.0,False,0.0,Udemy,2.833213344056216,3.828641396489095,False
70,40.0,False,0.0,Udemy,4.2626798770413155,3.713572066704308,False
110,20.0,False,0.0,Udemy,4.709530201312334,3.044522437723423,False
7,20.0,False,0.0,Udemy,2.0794415416798357,3.044522437723423,False
1186,145.0,False,0.0,Udemy,7.079184394609668,4.983606621708336,False
632,30.0,False,0.0,Udemy,6.450470422144176,3.4339872044851463,False
1237,50.0,False,0.0,Udemy,7.121252453244542,3.9318256327243257,False
513,200.0,False,0.0,Udemy,6.2422232654551655,5.303304908059076,False
4103,95.0,False,0.0,Udemy,8.319717386850606,4.564348191467836,False
1489,45.0,False,0.0,Udemy,7.306531398939505,3.828641396489095,False
547,45.0,False,0.0,Udemy,6.306275286948016,3.828641396489095,False
353,95.0,False,0.0,Udemy,5.869296913133774,4.564348191467836,False
507,95.0,False,0.0,Udemy,6.230481447578482,4.564348191467836,False
1079,200.0,False,0.0,Udemy,6.984716320118265,5.303304908059076,False
3667,180.0,False,0.0,Udemy,8.207401833376355,5.198497031265826,False
2222,50.0,False,0.0,Udemy,7.706612913964197,3.9318256327243257,False
9,100.0,False,0.0,Udemy,2.302585092994046,4.61512051684126,False
225,40.0,False,0.0,Udemy,5.420534999272286,3.713572066704308,False
13,50.0,False,0.0,Udemy,2.639057329615259,3.9318256327243257,False
373,20.0,False,0.0,Udemy,5.924255797414532,3.044522437723423,False
306,50.0,False,0.0,Udemy,5.726847747587197,3.9318256327243257,False
14,50.0,False,0.0,Udemy,2.70805020110221,3.9318256327243257,False
51,20.0,False,0.0,Udemy,3.9512437185814275,3.044522437723423,False
13,20.0,False,0.0,Udemy,2.639057329615259,3.044522437723423,False
1318,0.0,True,0.0,Udemy,7.1846291527173145,0.0,False
347,40.0,False,0.0,Udemy,5.8522024797744745,3.713572066704308,False
274,30.0,False,0.0,Udemy,5.616771097666572,3.4339872044851463,False
9,60.0,False,0.0,Udemy,2.302585092994046,4.110873864173311,False
359,200.0,False,0.0,Udemy,5.886104031450156,5.303304908059076,False
6024,0.0,True,0.0,Udemy,8.703672758358856,0.0,False
315,130.0,False,0.0,Udemy,5.755742213586912,4.875197323201151,False
280,35.0,False,0.0,Udemy,5.638354669333745,3.58351893845611,False
401,95.0,False,0.0,Udemy,5.996452088619021,4.564348191467836,False
701,20.0,False,0.0,Udemy,6.553933404025811,3.044522437723423,False
57,90.0,False,0.0,Udemy,4.060443010546419,4.51085950651685,False
205,50.0,False,0.0,Udemy,5.327876168789581,3.9318256327243257,False
62,35.0,False,0.0,Udemy,4.143134726391533,3.58351893845611,False
114,20.0,False,0.0,Udemy,4.74493212836325,3.044522437723423,False
789,145.0,False,0.0,Udemy,6.672032945461067,4.983606621708336,False
446,40.0,False,0.0,Udemy,6.102558594613569,3.713572066704308,False
17,150.0,False,0.0,Udemy,2.8903717578961645,5.017279836814924,False
16,20.0,False,0.0,Udemy,2.833213344056216,3.044522437723423,False
117,20.0,False,0.0,Udemy,4.770684624465665,3.044522437723423,False
147,20.0,False,0.0,Udemy,4.997212273764115,3.044522437723423,False
7,20.0,False,0.0,Udemy,2.0794415416798357,3.044522437723423,False
247,20.0,False,0.0,Udemy,5.5134287461649825,3.044522437723423,False
143,35.0,False,0.0,Udemy,4.969813299576001,3.58351893845611,False
621,180.0,False,0.0,Udemy,6.432940092739179,5.198497031265826,False
6,50.0,False,0.0,Udemy,1.9459101490553132,3.9318256327243257,False
5,40.0,False,0.0,Udemy,1.791759469228055,3.713572066704308,False
2674,0.0,True,0.0,Udemy,7.891704659330107,0.0,False
227,20.0,False,0.0,Udemy,5.429345628954441,3.044522437723423,False
4480,125.0,False,0.0,Udemy,8.407601514786142,4.836281906951478,False
1329,20.0,False,0.0,Udemy,7.1929342212158,3.044522437723423,False
5144,0.0,True,0.0,Udemy,8.545780648268149,0.0,False
2635,50.0,False,0.0,Udemy,7.877017895622398,3.9318256327243257,False
1750,75.0,False,0.0,Udemy,7.467942332285852,4.330733340286331,False
3360,95.0,False,0.0,Udemy,8.119993827725105,4.564348191467836,False
3425,50.0,False,0.0,Udemy,8.139148678884066,3.9318256327243257,False
2688,95.0,False,0.0,Udemy,7.896924656268864,4.564348191467836,False
1095,80.0,False,0.0,Udemy,6.999422467507961,4.394449154672439,False
1680,195.0,False,0.0,Udemy,7.427144133408616,5.278114659230518,False
2046,25.0,False,0.0,Udemy,7.624130585661289,3.258096538021482,False
1699,200.0,False,0.0,Udemy,7.438383530044307,5.303304908059076,False
1071,50.0,False,0.0,Udemy,6.977281341630747,3.9318256327243257,False
1037,20.0,False,0.0,Udemy,6.945051063725834,3.044522437723423,False
223,95.0,False,0.0,Udemy,5.4116460518550396,4.564348191467836,False
653,40.0,False,0.0,Udemy,6.483107351457199,3.713572066704308,False
230,50.0,False,0.0,Udemy,5.442417710521793,3.9318256327243257,False
2281,20.0,False,0.0,Udemy,7.732807530422021,3.044522437723423,False
4702,50.0,False,0.0,Udemy,8.455955881945048,3.9318256327243257,False
366,25.0,False,0.0,Udemy,5.905361848054571,3.258096538021482,False
521,25.0,False,0.0,Udemy,6.257667587882639,3.258096538021482,False
252,30.0,False,0.0,Udemy,5.53338948872752,3.4339872044851463,False
1101,200.0,False,0.0,Udemy,7.00488198971286,5.303304908059076,False
223,50.0,False,0.0,Udemy,5.4116460518550396,3.9318256327243257,False
135,20.0,False,0.0,Udemy,4.912654885736052,3.044522437723423,False
23,20.0,False,0.0,Udemy,3.1780538303479458,3.044522437723423,False
112,40.0,False,0.0,Udemy,4.727387818712341,3.713572066704308,False
2122,0.0,True,0.0,Udemy,7.660585461703256,0.0,False
152,50.0,False,0.0,Udemy,5.030437921392435,3.9318256327243257,False
267,30.0,False,0.0,Udemy,5.5909869805108565,3.4339872044851463,False
155,50.0,False,0.0,Udemy,5.049856007249537,3.9318256327243257,False
87,50.0,False,0.0,Udemy,4.477336814478207,3.9318256327243257,False
2146,0.0,True,0.0,Udemy,7.671826797878781,0.0,False
154,50.0,False,0.0,Udemy,5.043425116919247,3.9318256327243257,False
4248,0.0,True,0.0,Udemy,8.354438940114811,0.0,False
517,30.0,False,0.0,Udemy,6.249975242259483,3.4339872044851463,False
2638,35.0,False,0.0,Udemy,7.878155336503324,3.58351893845611,False
2914,25.0,False,0.0,Udemy,7.977625098784593,3.258096538021482,False
6050,20.0,False,0.0,Udemy,8.707978826622321,3.044522437723423,False
16,60.0,False,0.0,Udemy,2.833213344056216,4.110873864173311,False
3917,50.0,False,0.0,Udemy,8.273336598504486,3.9318256327243257,False
1122,20.0,False,0.0,Udemy,7.023758954738443,3.044522437723423,False
4158,20.0,False,0.0,Udemy,8.33302993974291,3.044522437723423,False
1252,40.0,False,0.0,Udemy,7.133295954896068,3.713572066704308,False
5108,20.0,False,0.0,Udemy,8.538758969330798,3.044522437723423,False
2981,45.0,False,0.0,Udemy,8.000349495324684,3.828641396489095,False
1223,100.0,False,0.0,Udemy,7.1098794630722715,4.61512051684126,False
7750,50.0,False,0.0,Udemy,8.955577146281511,3.9318256327243257,False
564,90.0,False,0.0,Udemy,6.336825731146441,4.51085950651685,False
2075,0.0,True,0.0,Udemy,7.638198244285779,0.0,False
45,100.0,False,0.0,Udemy,3.828641396489095,4.61512051684126,False
44,20.0,False,0.0,Udemy,3.8066624897703196,3.044522437723423,False
308,20.0,False,0.0,Udemy,5.733341276897746,3.044522437723423,False
55,50.0,False,0.0,Udemy,4.02535169073515,3.9318256327243257,False
718,0.0,True,0.0,Udemy,6.577861357721047,0.0,False
206,40.0,False,0.0,Udemy,5.332718793265369,3.713572066704308,False
18,20.0,False,0.0,Udemy,2.9444389791664403,3.044522437723423,False
86,200.0,False,0.0,Udemy,4.465908118654584,5.303304908059076,False
294,40.0,False,0.0,Udemy,5.68697535633982,3.713572066704308,False
27,30.0,False,0.0,Udemy,3.332204510175204,3.4339872044851463,False
375,195.0,False,0.0,Udemy,5.929589143389895,5.278114659230518,False
94,95.0,False,0.0,Udemy,4.553876891600541,4.564348191467836,False
2080,0.0,True,0.0,Udemy,7.640603826393634,0.0,False
3137,0.0,True,0.0,Udemy,8.051340933292979,0.0,False
155,20.0,False,0.0,Udemy,5.049856007249537,3.044522437723423,False
1732,50.0,False,0.0,Udemy,7.457609289715606,3.9318256327243257,False
3372,20.0,False,0.0,Udemy,8.12355783506165,3.044522437723423,False
2185,20.0,False,0.0,Udemy,7.689828668736484,3.044522437723423,False
1008,50.0,False,0.0,Udemy,6.9167150203536085,3.9318256327243257,False
256,50.0,False,0.0,Udemy,5.54907608489522,3.9318256327243257,False
1173,200.0,False,0.0,Udemy,7.068172000388042,5.303304908059076,False
1352,0.0,True,0.0,Udemy,7.210079628170788,0.0,False
49,50.0,False,0.0,Udemy,3.912023005428146,3.9318256327243257,False
124,40.0,False,0.0,Udemy,4.8283137373023015,3.713572066704308,False
105,20.0,False,0.0,Udemy,4.663439094112067,3.044522437723423,False
117,20.0,False,0.0,Udemy,4.770684624465665,3.044522437723423,False
6533,0.0,True,0.0,Udemy,8.784774592161016,0.0,False
7,20.0,False,0.0,Udemy,2.0794415416798357,3.044522437723423,False
30,20.0,False,0.0,Udemy,3.4339872044851463,3.044522437723423,False
91,95.0,False,0.0,Udemy,4.5217885770490405,4.564348191467836,False
28,40.0,False,0.0,Udemy,3.367295829986474,3.713572066704308,False
83,50.0,False,0.0,Udemy,4.430816798843313,3.9318256327243257,False
623,85.0,False,0.0,Udemy,6.436150368369428,4.454347296253507,False
1625,0.0,True,0.0,Udemy,7.3938782901077555,0.0,False
1,50.0,False,0.0,Udemy,0.6931471805599453,3.9318256327243257,False
737,60.0,False,0.0,Udemy,6.6039438246004725,4.110873864173311,False
554,200.0,False,0.0,Udemy,6.318968113746434,5.303304908059076,False
807,145.0,False,0.0,Udemy,6.694562058521095,4.983606621708336,False
779,60.0,False,0.0,Udemy,6.659293919683638,4.110873864173311,False
1777,20.0,False,0.0,Udemy,7.48324441607385,3.044522437723423,False
841,50.0,False,0.0,Udemy,6.7357800142423265,3.9318256327243257,False
56,200.0,False,0.0,Udemy,4.04305126783455,5.303304908059076,False
1909,200.0,False,0.0,Udemy,7.554858521040676,5.303304908059076,False
775,60.0,False,0.0,Udemy,6.654152520183219,4.110873864173311,False
1255,20.0,False,0.0,Udemy,7.135687347028144,3.044522437723423,False
1193,20.0,False,0.0,Udemy,7.085064293952548,3.044522437723423,False
1309,140.0,False,0.0,Udemy,7.177782416195197,4.948759890378168,False
623,120.0,False,0.0,Udemy,6.436150368369428,4.795790545596741,False
276,200.0,False,0.0,Udemy,5.6240175061873385,5.303304908059076,False
314,50.0,False,0.0,Udemy,5.752572638825633,3.9318256327243257,False
1942,170.0,False,0.0,Udemy,7.57198844937744,5.14166355650266,False
885,50.0,False,0.0,Udemy,6.786716950605081,3.9318256327243257,False
226,200.0,False,0.0,Udemy,5.424950017481403,5.303304908059076,False
461,150.0,False,0.0,Udemy,6.135564891081739,5.017279836814924,False
152,150.0,False,0.0,Udemy,5.030437921392435,5.017279836814924,False
1017,60.0,False,0.0,Udemy,6.925595197110468,4.110873864173311,False
1074,20.0,False,0.0,Udemy,6.980075940561763,3.044522437723423,False
440,50.0,False,0.0,Udemy,6.089044875446846,3.9318256327243257,False
978,20.0,False,0.0,Udemy,6.88653164253051,3.044522437723423,False
36,200.0,False,0.0,Udemy,3.6109179126442243,5.303304908059076,False
74,20.0,False,0.0,Udemy,4.31748811353631,3.044522437723423,False
78,20.0,False,0.0,Udemy,4.3694478524670215,3.044522437723423,False
10,100.0,False,0.0,Udemy,2.3978952727983707,4.61512051684126,False
39,45.0,False,0.0,Udemy,3.6888794541139363,3.828641396489095,False
37,50.0,False,0.0,Udemy,3.6375861597263857,3.9318256327243257,False
2166,0.0,True,0.0,Udemy,7.681099001536359,0.0,False
78,50.0,False,0.0,Udemy,4.3694478524670215,3.9318256327243257,False
21,50.0,False,0.0,Udemy,3.091042453358316,3.9318256327243257,False
1086,0.0,True,0.0,Udemy,6.99117688712121,0.0,False
7,50.0,False,0.0,Udemy,2.0794415416798357,3.9318256327243257,False
168,25.0,False,0.0,Udemy,5.1298987149230735,3.258096538021482,False
2801,150.0,False,0.0,Udemy,7.938088726896952,5.017279836814924,False
12217,0.0,True,0.0,Udemy,9.410665553209713,0.0,False
6185,0.0,True,0.0,Udemy,8.730043953245016,0.0,False
477,25.0,False,0.0,Udemy,6.169610732491456,3.258096538021482,False
1334,50.0,False,0.0,Udemy,7.19668657083435,3.9318256327243257,False
5407,0.0,True,0.0,Udemy,8.5956346177228,0.0,False
9483,0.0,True,0.0,Udemy,9.157361447185297,0.0,False
1032,50.0,False,0.0,Udemy,6.940222469119639,3.9318256327243257,False
8236,0.0,True,0.0,Udemy,9.016391478941248,0.0,False
2383,20.0,False,0.0,Udemy,7.776535028185241,3.044522437723423,False
3283,0.0,True,0.0,Udemy,8.096817470572319,0.0,False
2650,25.0,False,0.0,Udemy,7.8826922062890254,3.258096538021482,False
1551,20.0,False,0.0,Udemy,7.347299700743164,3.044522437723423,False
545,50.0,False,0.0,Udemy,6.302618975744905,3.9318256327243257,False
663,25.0,False,0.0,Udemy,6.498282149476434,3.258096538021482,False
3519,0.0,True,0.0,Udemy,8.166216268592143,0.0,False
825,125.0,False,0.0,Udemy,6.716594773520978,4.836281906951478,False
70,200.0,False,0.0,Udemy,4.2626798770413155,5.303304908059076,False
357,120.0,False,0.0,Udemy,5.8805329864007,4.795790545596741,False
853,20.0,False,0.0,Udemy,6.74993119378857,3.044522437723423,False
397,50.0,False,0.0,Udemy,5.986452005284438,3.9318256327243257,False
74,195.0,False,0.0,Udemy,4.31748811353631,5.278114659230518,False
1254,20.0,False,0.0,Udemy,7.134890851565884,3.044522437723423,False
89,60.0,False,0.0,Udemy,4.499809670330265,4.110873864173311,False
38,20.0,False,0.0,Udemy,3.6635616461296463,3.044522437723423,False
18,50.0,False,0.0,Udemy,2.9444389791664403,3.9318256327243257,False
103,20.0,False,0.0,Udemy,4.6443908991413725,3.044522437723423,False
7,50.0,False,0.0,Udemy,2.0794415416798357,3.9318256327243257,False
104,95.0,False,0.0,Udemy,4.653960350157523,4.564348191467836,False
42,150.0,False,0.0,Udemy,3.7612001156935624,5.017279836814924,False
507,20.0,False,0.0,Udemy,6.230481447578482,3.044522437723423,False
241,20.0,False,0.0,Udemy,5.488937726156687,3.044522437723423,False
226,50.0,False,0.0,Udemy,5.424950017481403,3.9318256327243257,False
50,20.0,False,0.0,Udemy,3.9318256327243257,3.044522437723423,False
100,50.0,False,0.0,Udemy,4.61512051684126,3.9318256327243257,False
99,50.0,False,0.0,Udemy,4.605170185988092,3.9318256327243257,False
99,40.0,False,0.0,Udemy,4.605170185988092,3.713572066704308,False
1192,30.0,False,0.0,Udemy,7.084226422097916,3.4339872044851463,False
209,50.0,False,0.0,Udemy,5.3471075307174685,3.9318256327243257,False
5529,0.0,True,0.0,Udemy,8.61794309451638,0.0,False
81,35.0,False,0.0,Udemy,4.406719247264253,3.58351893845611,False
1924,0.0,True,0.0,Udemy,7.562681246721884,0.0,False
646,20.0,False,0.0,Udemy,6.472346294500901,3.044522437723423,False
520,20.0,False,0.0,Udemy,6.255750041753367,3.044522437723423,False
1440,30.0,False,0.0,Udemy,7.273092595999522,3.4339872044851463,False
452,150.0,False,0.0,Udemy,6.115892125483034,5.017279836814924,False
178,75.0,False,0.0,Udemy,5.187385805840755,4.330733340286331,False
21,50.0,False,0.0,Udemy,3.091042453358316,3.9318256327243257,False
12,100.0,False,0.0,Udemy,2.5649493574615367,4.61512051684126,False
209,20.0,False,0.0,Udemy,5.3471075307174685,3.044522437723423,False
505,0.0,True,0.0,Udemy,6.226536669287466,0.0,False
16,90.0,False,0.0,Udemy,2.833213344056216,4.51085950651685,False
25,20.0,False,0.0,Udemy,3.258096538021482,3.044522437723423,False
229,0.0,True,0.0,Udemy,5.438079308923196,0.0,False
6,25.0,False,0.0,Udemy,1.9459101490553132,3.258096538021482,False
1,20.0,False,0.0,Udemy,0.6931471805599453,3.044522437723423,False
10,50.0,False,0.0,Udemy,2.3978952727983707,3.9318256327243257,False
1,60.0,False,0.0,Udemy,0.6931471805599453,4.110873864173311,False
34,20.0,False,0.0,Udemy,3.5553480614894135,3.044522437723423,False
459,60.0,False,0.0,Udemy,6.131226489483141,4.110873864173311,False
266,60.0,False,0.0,Udemy,5.58724865840025,4.110873864173311,False
104,150.0,False,0.0,Udemy,4.653960350157523,5.017279836814924,False
1509,20.0,False,0.0,Udemy,7.31986492980897,3.044522437723423,False
212,20.0,False,0.0,Udemy,5.3612921657094255,3.044522437723423,False
462,25.0,False,0.0,Udemy,6.137727054086234,3.258096538021482,False
90,200.0,False,0.0,Udemy,4.51085950651685,5.303304908059076,False
153,30.0,False,0.0,Udemy,5.0369526024136295,3.4339872044851463,False
1055,50.0,False,0.0,Udemy,6.962243464266207,3.9318256327243257,False
157,20.0,False,0.0,Udemy,5.062595033026967,3.044522437723423,False
103,200.0,False,0.0,Udemy,4.6443908991413725,5.303304908059076,False
1067,0.0,True,0.0,Udemy,6.97354301952014,0.0,False
58,20.0,False,0.0,Udemy,4.07753744390572,3.044522437723423,False
74,20.0,False,0.0,Udemy,4.31748811353631,3.044522437723423,False
338,0.0,True,0.0,Udemy,5.82600010738045,0.0,False
27,20.0,False,0.0,Udemy,3.332204510175204,3.044522437723423,False
76,75.0,False,0.0,Udemy,4.343805421853684,4.330733340286331,False
27,30.0,False,0.0,Udemy,3.332204510175204,3.4339872044851463,False
68,20.0,False,0.0,Udemy,4.23410650459726,3.044522437723423,False
112,20.0,False,0.0,Udemy,4.727387818712341,3.044522437723423,False
72,20.0,False,0.0,Udemy,4.290459441148391,3.044522437723423,False
335,145.0,False,0.0,Udemy,5.817111159963204,4.983606621708336,False
22,200.0,False,0.0,Udemy,3.1354942159291497,5.303304908059076,False
41,30.0,False,0.0,Udemy,3.7376696182833684,3.4339872044851463,False
1,20.0,False,0.0,Udemy,0.6931471805599453,3.044522437723423,False
16,30.0,False,0.0,Udemy,2.833213344056216,3.4339872044851463,False
3,25.0,False,0.0,Udemy,1.3862943611198906,3.258096538021482,False
4,45.0,False,0.0,Udemy,1.6094379124341003,3.828641396489095,False
2,35.0,False,0.0,Udemy,1.0986122886681096,3.58351893845611,False
12,20.0,False,0.0,Udemy,2.5649493574615367,3.044522437723423,False
10,20.0,False,0.0,Udemy,2.3978952727983707,3.044522437723423,False
12,20.0,False,0.0,Udemy,2.5649493574615367,3.044522437723423,False
5,20.0,False,0.0,Udemy,1.791759469228055,3.044522437723423,False
1,20.0,False,0.0,Udemy,0.6931471805599453,3.044522437723423,False
2,95.0,False,0.0,Udemy,1.0986122886681096,4.564348191467836,False
9,20.0,False,0.0,Udemy,2.302585092994046,3.044522437723423,False
42,35.0,False,0.0,Udemy,3.7612001156935624,3.58351893845611,False
110,30.0,False,0.0,Udemy,4.709530201312334,3.4339872044851463,False
420,35.0,False,0.0,Udemy,6.042632833682381,3.58351893845611,False
206,50.0,False,0.0,Udemy,5.332718793265369,3.9318256327243257,False
164,60.0,False,0.0,Udemy,5.10594547390058,4.110873864173311,False
69,30.0,False,0.0,Udemy,4.248495242049359,3.4339872044851463,False
28,20.0,False,0.0,Udemy,3.367295829986474,3.044522437723423,False
90,20.0,False,0.0,Udemy,4.51085950651685,3.044522437723423,False
13,20.0,False,0.0,Udemy,2.639057329615259,3.044522437723423,False
31,20.0,False,0.0,Udemy,3.4657359027997265,3.044522437723423,False
13,50.0,False,0.0,Udemy,2.639057329615259,3.9318256327243257,False
2119,0.0,True,0.0,Udemy,7.659171367666058,0.0,False
136,25.0,False,0.0,Udemy,4.919980925828125,3.258096538021482,False
797,20.0,False,0.0,Udemy,6.682108597449809,3.044522437723423,False
503,180.0,False,0.0,Udemy,6.222576268071369,5.198497031265826,False
1150,95.0,False,0.0,Udemy,7.048386408721883,4.564348191467836,False
1403,20.0,False,0.0,Udemy,7.247080584585756,3.044522437723423,False
916,20.0,False,0.0,Udemy,6.821107472256465,3.044522437723423,False
627,20.0,False,0.0,Udemy,6.4425401664681985,3.044522437723423,False
168,200.0,False,0.0,Udemy,5.1298987149230735,5.303304908059076,False
2554,0.0,True,0.0,Udemy,7.845807502637805,0.0,False
120,30.0,False,0.0,Udemy,4.795790545596741,3.4339872044851463,False
750,20.0,False,0.0,Udemy,6.621405651764134,3.044522437723423,False
217,50.0,False,0.0,Udemy,5.384495062789089,3.9318256327243257,False
106,50.0,False,0.0,Udemy,4.672828834461906,3.9318256327243257,False
397,50.0,False,0.0,Udemy,5.986452005284438,3.9318256327243257,False
44,20.0,False,0.0,Udemy,3.8066624897703196,3.044522437723423,False
30,50.0,False,0.0,Udemy,3.4339872044851463,3.9318256327243257,False
95,20.0,False,0.0,Udemy,4.564348191467836,3.044522437723423,False
55,95.0,False,0.0,Udemy,4.02535169073515,4.564348191467836,False
94,100.0,False,0.0,Udemy,4.553876891600541,4.61512051684126,False
578,20.0,False,0.0,Udemy,6.361302477572996,3.044522437723423,False
393,20.0,False,0.0,Udemy,5.976350909297934,3.044522437723423,False
116,20.0,False,0.0,Udemy,4.762173934797756,3.044522437723423,False
1888,0.0,True,0.0,Udemy,7.543802867501509,0.0,False
412,45.0,False,0.0,Udemy,6.023447592961033,3.828641396489095,False
40,200.0,False,0.0,Udemy,3.713572066704308,5.303304908059076,False
222,40.0,False,0.0,Udemy,5.407171771460119,3.713572066704308,False
831,30.0,False,0.0,Udemy,6.723832440821209,3.4339872044851463,False
485,50.0,False,0.0,Udemy,6.186208623900494,3.9318256327243257,False
232,20.0,False,0.0,Udemy,5.4510384535657,3.044522437723423,False
135,20.0,False,0.0,Udemy,4.912654885736052,3.044522437723423,False
61,40.0,False,0.0,Udemy,4.127134385045092,3.713572066704308,False
61,20.0,False,0.0,Udemy,4.127134385045092,3.044522437723423,False
874,50.0,False,0.0,Udemy,6.774223886357614,3.9318256327243257,False
22,50.0,False,0.0,Udemy,3.1354942159291497,3.9318256327243257,False
5597,0.0,True,0.0,Udemy,8.630164670075398,0.0,False
261,20.0,False,0.0,Udemy,5.568344503761097,3.044522437723423,False
83,50.0,False,0.0,Udemy,4.430816798843313,3.9318256327243257,False
152,50.0,False,0.0,Udemy,5.030437921392435,3.9318256327243257,False
176,20.0,False,0.0,Udemy,5.176149732573829,3.044522437723423,False
8,35.0,False,0.0,Udemy,2.1972245773362196,3.58351893845611,False
327,20.0,False,0.0,Udemy,5.793013608384144,3.044522437723423,False
264,95.0,False,0.0,Udemy,5.579729825986222,4.564348191467836,False
15,20.0,False,0.0,Udemy,2.772588722239781,3.044522437723423,False
104,35.0,False,0.0,Udemy,4.653960350157523,3.58351893845611,False
71,40.0,False,0.0,Udemy,4.276666119016055,3.713572066704308,False
26,110.0,False,0.0,Udemy,3.295836866004329,4.709530201312334,False
11,20.0,False,0.0,Udemy,2.4849066497880004,3.044522437723423,False
1294,20.0,False,0.0,Udemy,7.166265974133638,3.044522437723423,False
32,95.0,False,0.0,Udemy,3.4965075614664802,4.564348191467836,False
313,135.0,False,0.0,Udemy,5.749392985908253,4.912654885736052,False
635,50.0,False,0.0,Udemy,6.455198563340122,3.9318256327243257,False
1311,30.0,False,0.0,Udemy,7.179307969504034,3.4339872044851463,False
288,70.0,False,0.0,Udemy,5.666426688112432,4.2626798770413155,False
97,200.0,False,0.0,Udemy,4.584967478670572,5.303304908059076,False
53,20.0,False,0.0,Udemy,3.9889840465642745,3.044522437723423,False
1102,40.0,False,0.0,Udemy,7.005789019253503,3.713572066704308,False
57,195.0,False,0.0,Udemy,4.060443010546419,5.278114659230518,False
694,50.0,False,0.0,Udemy,6.543911845564792,3.9318256327243257,False
137,50.0,False,0.0,Udemy,4.927253685157205,3.9318256327243257,False
12,115.0,False,0.0,Udemy,2.5649493574615367,4.7535901911063645,False
18,20.0,False,0.0,Udemy,2.9444389791664403,3.044522437723423,False
170,20.0,False,0.0,Udemy,5.14166355650266,3.044522437723423,False
119,50.0,False,0.0,Udemy,4.787491742782046,3.9318256327243257,False
2058,0.0,True,0.0,Udemy,7.629975707027789,0.0,False
35,25.0,False,0.0,Udemy,3.58351893845611,3.258096538021482,False
40,50.0,False,0.0,Udemy,3.713572066704308,3.9318256327243257,False
13,150.0,False,0.0,Udemy,2.639057329615259,5.017279836814924,False
4,20.0,False,0.0,Udemy,1.6094379124341003,3.044522437723423,False
71,20.0,False,0.0,Udemy,4.276666119016055,3.044522437723423,False
71,20.0,False,0.0,Udemy,4.276666119016055,3.044522437723423,False
6,200.0,False,0.0,Udemy,1.9459101490553132,5.303304908059076,False
1,35.0,False,0.0,Udemy,0.6931471805599453,3.58351893845611,False
5,40.0,False,0.0,Udemy,1.791759469228055,3.713572066704308,False
1,50.0,False,0.0,Udemy,0.6931471805599453,3.9318256327243257,False
4,20.0,False,0.0,Udemy,1.6094379124341003,3.044522437723423,False
10,20.0,False,0.0,Udemy,2.3978952727983707,3.044522437723423,False
6,45.0,False,0.0,Udemy,1.9459101490553132,3.828641396489095,False
2,25.0,False,0.0,Udemy,1.0986122886681096,3.258096538021482,False
2,20.0,False,0.0,Udemy,1.0986122886681096,3.044522437723423,False
2,50.0,False,0.0,Udemy,1.0986122886681096,3.9318256327243257,False
2,50.0,False,0.0,Udemy,1.0986122886681096,3.9318256327243257,False
6,35.0,False,0.0,Udemy,1.9459101490553132,3.58351893845611,False
