students_capped,price_clean,is_free,discount_rate_actual,source,students_log,price_log,has_discount
111,4.0,False,98.4,Shaguf,4.718498871295094,1.6094379124341003,True
101,12.0,False,89.68,Shaguf,4.624972813284271,2.5649493574615367,True
418,28.0,False,90.67,Shaguf,6.037870919922137,3.367295829986474,True
2147,200.0,False,0.0,Udemy,7.672292455628756,5.303304908059076,False
2792,75.0,False,0.0,Udemy,7.934871565945176,4.330733340286331,False
2174,45.0,False,0.0,Udemy,7.684783943522785,3.828641396489095,False
2451,95.0,False,0.0,Udemy,7.804659297056102,4.564348191467836,False
1276,200.0,False,0.0,Udemy,7.152268856032539,5.303304908059076,False
9221,150.0,False,0.0,Udemy,9.129347212766652,5.017279836814924,False
1540,65.0,False,0.0,Udemy,7.340186835320115,4.189654742026425,False
2917,95.0,False,0.0,Udemy,7.978653729082731,4.564348191467836,False
5172,195.0,False,0.0,Udemy,8.551208070003515,5.278114659230518,False
827,200.0,False,0.0,Udemy,6.71901315438526,5.303304908059076,False
4284,200.0,False,0.0,Udemy,8.36287583103188,5.303304908059076,False
1380,200.0,False,0.0,Udemy,7.2305631534092925,5.303304908059076,False
3607,30.0,False,0.0,Udemy,8.190908881182514,3.4339872044851463,False
4061,195.0,False,0.0,Udemy,8.30943074214033,5.278114659230518,False
294,200.0,False,0.0,Udemy,5.68697535633982,5.303304908059076,False
2276,75.0,False,0.0,Udemy,7.7306140660637395,4.330733340286331,False
4919,20.0,False,0.0,Udemy,8.501063809486354,3.044522437723423,False
2666,200.0,False,0.0,Udemy,7.888709524182015,5.303304908059076,False
5354,50.0,False,0.0,Udemy,8.585785982881848,3.9318256327243257,False
8095,95.0,False,0.0,Udemy,8.999125391527247,4.564348191467836,False
809,200.0,False,0.0,Udemy,6.697034247666484,5.303304908059076,False
2295,200.0,False,0.0,Udemy,7.738923757439457,5.303304908059076,False
10149,75.0,False,0.0,Udemy,9.225228984469933,4.330733340286331,False
